Plate,Well,Cell Type,Stimuli,Inhibitor,Inhibitor Conc=uM,Time=min,,,p-Akt,p-cJun ,p-CREB ,p-ERK1/2,p-GSK-3a/b,p-IkBa,p-JNK,p-MEK1,p-p38,p-p70-S6K,p-p90-RSK,p-STAT2,p-STAT3 (Tyr705),p-IRS-1,p-Histone H3,p-Hsp27,p-p53 (Ser37),p-Tyk2,p-ATF-2,p-NFkB,p-p53 (Ser46),p-STAT3 (Ser727),p-STAT6
,,U937,LPS (100),No Inhibitor,0,120,,,4036,24206,2244.5,3716,15677,17666,5863,23866,4302,17518,4083,1400,2944,2938,1961,23356,925,2915.5,1781,577,30.5,590,56
,,U937,LPS (100),No Inhibitor,0,60,,,1609,20875,2526.5,603,5231,9009,5277,6359.5,5023.5,18361.5,510,252.5,189.5,1378,1051.5,25243,764.5,1202,4037.5,1167,40.5,647,128.5
,,U937,LPS (100),No Inhibitor,0,30,,,4530,23937,4725,2213,18169.5,5331,7997,24826,8725,20678.5,4229,832.5,215.5,1822.5,1357.5,26575.5,2317.5,2771.5,3959,1079,27.5,835.5,46.5
,,U937,LPS (100),No Inhibitor,0,15,,,3269,16344,2784,2017,11230.5,8017,4048.5,23957.5,6472,13329.5,2369,425,221,1344,992,26456.5,924.5,1822,3924,1068,36,565,105
,,U937,LPS (100),No Inhibitor,0,5,,,3793,9606,1361,1679,10637,7408,1609,23300.5,3517,14548,2687.5,567,376,1227,1096,23854,459,1939,1763,218,19,350,44.5
,,U937,no treatment,p38i,1,1440,,,5416,18551,723,2734,12652.5,791,871,21752,281.5,12788.5,3994,747.5,134.5,1561,1221,820,1154.5,3741,2334,50,23.5,524.5,113
,,U937,no treatment,p38i,1,480,,,1361,6770,114.5,912,111.5,387,346,,,,,143,82,459.5,743,56,315.5,995,2193,47,26,134,93
,,U937,no treatment,p38i,1,240,,,2910,6856,451,1270,183,446,382,12026.5,113,5725,876,149,86,197.5,965,194,387,2192.5,567,49,22,75,71.5
,,U937,no treatment,p38i,1,120,,,3201,14256,682.5,1410.5,7405.5,675,1004.5,13571,133.5,6911,2311.5,413.5,149,928,795,402.5,636,2452.5,1777.5,43,22.5,462,91.5
,,U937,no treatment,p38i,1,60,,,1527,8720,303,1150,,503,629.5,13259,121,6169.5,1082,201,41,707,808,389,329,1498.5,214,51.5,24,311.5,84
,,U937,no treatment,p38i,1,30,,,2200,7111,424.5,954,877.5,461,512,15823,100,6635.5,639.5,425,110,684,464,77,517,1480,596,47,20.5,41.5,54.5
,,U937,no treatment,p38i,1,15,,,2800,8610,453,1568,7250.5,718.5,534,10434,128,9252.5,1558.5,477,205,733,1080,699,385,1383,1510,68,29,460,106
,,U937,no treatment,p38i,1,5,,,3041,11509.5,986,1545,8089,1235,852,20721,168,12510.5,2014,793,338,1146,968,815,225.5,1352,985,46.5,27,464,69.5
,,U937,no treatment,JNKi,1,1440,,,3264,1867,861,1091,6264,544.5,531,2132,428,8503,870,916,242.5,1021,804,903,390,1901,610,30,23,43,67
,,U937,no treatment,JNKi,1,480,,,4722,1872,903,1898,11960,819,822,22027,376.5,11464,3288.5,684,236,1388,1229.5,1165,662,2967.5,613,53.5,23,370,82.5
,,U937,no treatment,JNKi,1,240,,,3082,1987,951,794,10554,801.5,778,14971,386.5,7805.5,2767.5,840,238.5,940,966,987,710,1938,530,36,17,309,119
,,U937,no treatment,JNKi,1,120,,,1051.5,2565,969,1220,3898.5,787.5,749,14194,602,7333.5,1065.5,624,240,1018,589.5,978,219.5,2006.5,365.5,32,20,43.5,101
,,U937,no treatment,JNKi,1,60,,,866,1543,84.5,571,702.5,570.5,548,,520,6481.5,1071,134,,230,366,928,189,1846,673,55,23.5,237.5,46
,,U937,no treatment,JNKi,1,30,,,1063.5,1471,873,796.5,2756,526,702,7942,444,8390.5,855,202.5,92.5,572,880,305,361,1087,47.5,44.5,24,295,46
,,U937,no treatment,JNKi,1,15,,,3034,2318,990,1515,10183,955,821,19090,655,11542,2291,650,222,1178,996.5,1202.5,445.5,1753,35,68,20,261.5,69
,,U937,no treatment,JNKi,1,5,,,4372,4305,1206,1488,8470.5,1340,865,21234,795,13944,2478,382.5,266,1152,863,1857,290,1634,548,58.5,24,375.5,113
,,U937,no treatment,MEKi,1,1440,,,6267,2862,923,3221.5,15534,827.5,1226,28564,844.5,18228.5,3570,919,237,3477,3136,2685.5,5755,12925,918,34.5,19,352.5,62.5
,,U937,no treatment,MEKi,1,480,,,4805,3670,744,1295.5,8211,874,698,29706,492,8495,1151,758.5,300,1316.5,1066.5,1737,508,2264,704,52,24.5,184,113
,,U937,no treatment,MEKi,1,240,,,2430,3024.5,381.5,811,6944.5,600,776,25286.5,534,6394.5,637,363,155,892,850,1142,535,1950,1053,44,22.5,201,69
,,U937,no treatment,MEKi,1,120,,,4556,3732,768,1581,7794.5,753.5,1628,27988.5,739,10625.5,1285.5,882,177,1807.5,1730,1642.5,2671,6535,1368,41,21.5,238.5,102
,,U937,no treatment,MEKi,1,60,,,2202,3187,166.5,561,7235.5,648,857.5,,459.5,6869,545.5,303.5,110.5,941.5,911.5,953,686,2208,1112,55,24,168,100
,,U937,no treatment,MEKi,1,30,,,,,,,,,,,,,,,,,,,,,1063,46,25,303.5,106
,,U937,no treatment,MEKi,1,15,,,3138,3870,614,671,6864.5,682,784,25796.5,468,8882,700.5,577.5,210,1065.5,831,1000,386,1664,1048,48,22,44.5,86.5
,,U937,no treatment,MEKi,1,5,,,3308,3005,685,573,5029.5,618.5,391,24885,586.5,7579.5,806.5,471,214,835,659.5,1011.5,234.5,1348,884,61,25.5,369,121
,,U937,no treatment,IKKi,1,1440,,,4549,2824,797.5,2620,15742,440,928,22118,490,12299,4496.5,355,68.5,2157,1574.5,1318,2611,6840,795.5,40.5,19.5,472,108
,,U937,no treatment,IKKi,1,480,,,3195,2428,641,2060.5,19869.5,368,925,15720,348,9048.5,6884,265,41,992,1006,1212,492,2082,711,54.5,20.5,643,107.5
,,U937,no treatment,IKKi,1,240,,,2385,2507,431,1446,13929,204,602.5,10473,224.5,3615,5119,156,33,777,833,663,621,1831,702,51,20.5,690,124
,,U937,no treatment,IKKi,1,120,,,3019,2842,769.5,1396,7398,296,621,20073,266,9319.5,1953,252,39,968,935,843,216,1386,764.5,40.5,22,425,102
,,U937,no treatment,IKKi,1,60,,,217.5,443.5,,1224,6635,204,102.5,5888.5,274,69,114.5,89.5,33,159,107,382,403,1814.5,697.5,43.5,24,428,107.5
,,U937,no treatment,IKKi,1,30,,,2605.5,2536,685,2208.5,15167.5,338,790,19567,427,10206,5107,260,38,850.5,716,789,376,1863,678.5,47.5,21,615,95.5
,,U937,no treatment,IKKi,1,15,,,3520,3580,569,2037,23706.5,332,908,18975,527,12694,8611,396,34,1061.5,840.5,1234.5,389.5,1835,851,21,16,573,116
,,U937,no treatment,IKKi,1,5,,,2908,4525,997,1602.5,10000,374,646,23667,558,9717,2851.5,385.5,63,1052,910,968,569,2397.5,779.5,52,29,424,119
,,U937,no treatment,JAKi,1,1440,,,6404,7688,1698,3473,19609,1497.5,1564,24468,783.5,17453,5108.5,466,132,2701,1826,2009.5,1641,5105,960.5,56.5,25,444,94.5
,,U937,no treatment,JAKi,1,480,,,3159,3003,449,1573,14703.5,490.5,637,13137,360.5,7317.5,6781,160,54.5,796,1021,922,521,2207.5,897,72,25.5,620.5,131
,,U937,no treatment,JAKi,1,240,,,2083,2579,594,1991,8316,534,791,18588.5,289,10231,3293,205,42.5,1258,1221,1163,783,4550,737,67,20.5,254,102
,,U937,no treatment,JAKi,1,120,,,630,1143.5,268,1577,,357,68,6892,247.5,2701,5053,,39,,969,877.5,133.5,598,970,54.5,20,531.5,102
,,U937,no treatment,JAKi,1,60,,,1219.5,1545.5,142,277.5,12238,191,78,8951.5,370,8461,1363.5,128,37,,361,75.5,147,632,774.5,51,23.5,560,43
,,U937,no treatment,JAKi,1,30,,,2414,5655,521.5,1236,12247,418,814,18313,436.5,13744,7081,285,36,631,687,1416,108,316,1136,65,24,674.5,101
,,U937,no treatment,JAKi,1,15,,,4070.5,6166,1074,2040,16578.5,1011,1001,22687,629,11821,3361,419,81.5,1538.5,1172,1199.5,913,3131,1197,73,24.5,502.5,141
,,U937,no treatment,JAKi,1,5,,,4548.5,6222.5,1274.5,1920,11630,1045,856.5,21439,690,12634.5,2714,399,92,1134.5,1661,1782,576.5,2727.5,1265,86,36.5,652,145
,,U937,no treatment,PI3Ki,1,1440,,,2556,4504.5,774,1351.5,8175,782,767,16947.5,418,8339,2172,686,143.5,1188,957,1085,579,2366,973,58,30,489.5,130.5
,,U937,no treatment,PI3Ki,1,480,,,5000,3451,875,2325,13191,687,975,24568,563,9019,3825,568,176.5,2014,1373,1432,1718,4475,884,55,22,513,108
,,U937,no treatment,PI3Ki,1,240,,,3671.5,3712,878.5,1920,12587.5,913,1139.5,23364.5,632.5,8692.5,4009,623.5,139.5,1417,1268,1574,1381,3540,869,65,29,438,114.5
,,U937,no treatment,PI3Ki,1,120,,,3381,6710,810,2612,15686,994,1357,23770,633.5,12936.5,6253,549,141.5,1859,1589.5,1594,2784.5,7536,895,48.5,27,371.5,90
,,U937,no treatment,PI3Ki,1,60,,,2324,3826,546,1553.5,10043.5,754,790,16353,576,6801,2425,452,123,1053.5,855.5,1128,454.5,1715,1000.5,54,20.5,411,134
,,U937,no treatment,PI3Ki,1,30,,,1510.5,2551,732.5,1360,9356,771,109,175,378,6654.5,69.5,622,142,754,897,864,484,2176.5,779.5,36.5,23.5,214.5,94
,,U937,no treatment,PI3Ki,1,15,,,1576,4006,752.5,1440,6698,804,560.5,21279,624,6262,1557.5,333,147,790,626,867,248,1377,741.5,54.5,22,419,128.5
,,U937,no treatment,PI3Ki,1,5,,,2547,6425,1137,1700,8235.5,1030,511,23860.5,829,8764.5,2548,486,197,976.5,855,1303,330,1910.5,570,26.5,19,29,102
